call_number,New,add,recordid,record,JSON,Linked Data,lib,lib,lib-ua-collection,lib-manuscript,oac-archives,oac-collections
D-299,TEST,T,,,,,,T,,ark:/13030/c8s75jmn/,,ark:/13030/c8s75jmn/
D-300,TEST,T,990024183230403126,record,JSON,LD,,T,,ark:/13030/c8h41tmx/,,ark:/13030/c8h41tmx/
D-301,TEST,T,,,,,,T,,ark:/13030/c83t9kf0/,,ark:/13030/c83t9kf0/
D-302,TEST,T,alma990002366750403126,record,JSON,LD,,T,,ark:/13030/c8pc34kx/,,ark:/13030/c8pc34kx/
D-303,TEST,T,alma9981195252903126,record,JSON,LD,,T,,,,ark:/13030/c8tb1dpq/
D-304,TEST,T,alma990003327590403126,record,JSON,LD,,T,,ark:/13030/c8b56mx5/,,
D-305,TEST,T,990037330960403126,record,JSON,LD,,T,,ark:/13030/c8125vwd/,,ark:/13030/c8125vwd/
D-306,TEST,T,,,,,,T,,ark:/13030/c8cc12wk/,,ark:/13030/c8cc12wk/
D-307,TEST,T,alma990002953590403126,record,JSON,LD,,T,,ark:/13030/c8j105ct/,,ark:/13030/c8j105ct/
D-308,TEST,T,alma990022108480403126,record,JSON,LD,,T,,ark:/13030/c86q20gn/,,ark:/13030/c86q20gn/
D-309,TEST,T,alma990002964630403126,record,JSON,LD,,T,,ark:/13030/kt5s2018kq,,ark:/13030/kt5s2018kq/
D-310,TEST,T,990037330980403126,record,JSON,LD,,T,,ark:/13030/kt196nc42t,,ark:/13030/kt196nc42t/
D-311,TEST,T,,,,,,T,,ark:/13030/c8028tr1/,,ark:/13030/c8028tr1/
D-312,TEST,T,alma990037259850403126,record,JSON,LD,,T,,ark:/13030/c8t43w98/,,ark:/13030/c8t43w98/
D-313,TEST,T,990003327600403126,record,JSON,LD,,T,,ark:/13030/c84t6mmt/,,ark:/13030/c84t6mmt/
D-314,TEST,T,,,,,,T,,ark:/13030/kt409nf3wm/,,ark:/13030/kt409nf3wm/
D-315,TEST,T,alma990037259860403126,record,JSON,LD,,T,,ark:/13030/c8xw4n1p/,,ark:/13030/c8xw4n1p/
D-316,TEST,T,alma990025080630403126,record,JSON,LD,,T,,ark:/13030/c87m0b58/,,ark:/13030/c87m0b58/
D-317,TEST,T,alma990037278340403126,record,JSON,LD,,T,,ark:/13030/c8sj1nt5/,,ark:/13030/c8sj1nt5/
D-318,todo,T,alma9981114058503126,record,JSON,LD,,,,,,ark:/13030/c8k079r1/
D-319,TEST,T,alma9981195355903126,record,JSON,LD,,T,,,,ark:/13030/c84m9bcf/
D-320,TEST,T,alma990005347770403126,record,JSON,LD,,T,,ark:/13030/c82n54hz/,,ark:/13030/c82n54hz/
D-321,TEST,T,alma9981195355803126,record,JSON,LD,,T,,,,ark:/13030/c8v4120v/
D-322,TEST,T,990007593400403126,record,JSON,LD,,T,,ark:/13030/kt3x0nf1j2/,,ark:/13030/kt3x0nf1j2/
D-323,TEST,T,,,,,,T,,ark:/13030/c85m67xj/,,ark:/13030/c85m67xj/
D-324,TEST,T,alma990003317060403126,record,JSON,LD,,T,,ark:/13030/c8v98b84/,,ark:/13030/c8v98b84/
D-325,TEST,T,alma990023244500403126,record,JSON,LD,,T,,ark:/13030/c88s4s4r/,,ark:/13030/c88s4s4r/
D-326,TEST,T,alma990017350580403126,record,JSON,LD,,T,,ark:/13030/c8qj7khz/,,ark:/13030/c8qj7khz/
D-327,TEST,T,alma990007598100403126,record,JSON,LD,,T,,ark:/13030/c8t72knp/,,ark:/13030/c8t72knp/
D-328,TEST,T,alma990024665280403126,record,JSON,LD,,T,,ark:/13030/c83n25kf/,,ark:/13030/c83n25kf/
D-329,TEST,T,alma990024656700403126,record,JSON,LD,,T,,ark:/13030/kt0g5018bk,,ark:/13030/kt0g5018bk/
D-330,TEST,T,alma990005502830403126,record,JSON,LD,,T,,ark:/13030/c8zc853f/,,ark:/13030/c8zc853f/
D-331,TEST,T,alma990005502850403126,record,JSON,LD,,T,,ark:/13030/c8tm7dcq/,,ark:/13030/c8tm7dcq/
D-332,TEST,T,alma990005502870403126,record,JSON,LD,,T,,ark:/13030/c8fb5556/,,ark:/13030/c8fb5556/
D-333,TEST,T,990005114850403126,record,JSON,LD,,T,,ark:/13030/c8db843q/,,ark:/13030/c8db843q/
D-334,TEST,T,,,,,,T,,ark:/13030/c83j3g6k/,,ark:/13030/c83j3g6k/
D-335,TEST,T,alma990005502890403126,record,JSON,LD,,T,,ark:/13030/c87946xw/,,ark:/13030/c87946xw/
D-336,TEST,T,alma990005534910403126,record,JSON,LD,,T,,ark:/13030/c84x5b03/,,ark:/13030/c84x5b03/
D-337,TEST,T,alma990005534920403126,record,JSON,LD,,T,,ark:/13030/c8154k8p/,,ark:/13030/c8154k8p/
D-338,TEST,T,alma990005534940403126,record,JSON,LD,,T,,ark:/13030/c8rn3b22/,,ark:/13030/c8rn3b22/
D-339,TEST,T,alma990005534950403126,record,JSON,LD,,T,,ark:/13030/c8mw2kbb/,,ark:/13030/c8mw2kbb/
D-340,TEST,T,alma990005534960403126,record,JSON,LD,,T,,ark:/13030/c87p91mg/,,ark:/13030/c87p91mg/
D-341,TEST,T,alma990022154520403126,record,JSON,LD,,T,,ark:/13030/c83x88wr/,,ark:/13030/c83x88wr/
D-342,TEST,T,alma990005446190403126,record,JSON,LD,,T,,ark:/13030/c8057j5r/,,ark:/13030/c8057j5r/
D-343,TEST,T,alma990005556970403126,record,JSON,LD,,T,,ark:/13030/c8t155wx/,,ark:/13030/c8t155wx/
D-344,TEST,T,alma990005535000403126,record,JSON,LD,,T,,ark:/13030/kt0v19q6dm,,ark:/13030/kt0v19q6dm/
D-345,TEST,T,alma990005502900403126,record,JSON,LD,,T,,ark:/13030/kt2f59r62w,,ark:/13030/kt2f59r62w/
D-346,TEST,T,alma990005502910403126,record,JSON,LD,,T,,ark:/13030/c87p94k8/,,ark:/13030/c87p94k8/
D-347,TEST,T,990005535020403126,record,JSON,LD,,T,,ark:/13030/c88054vr/,,ark:/13030/c88054vr/
D-348,TEST,T,,,,,,T,,ark:/13030/c8mp53vb/,,ark:/13030/c8mp53vb/
D-349,TEST,T,alma990005535030403126,record,JSON,LD,,T,,ark:/13030/c8z89fn8/,,ark:/13030/c8z89fn8/
D-350,TEST,T,alma990005138940403126,record,JSON,LD,,T,,ark:/13030/c85t3nr6/,,ark:/13030/c85t3nr6/
D-351,TEST,T,alma990005535040403126,record,JSON,LD,,T,,ark:/13030/c8611255/,,ark:/13030/c8611255/
D-352,TEST,T,alma9981195355703126,record,JSON,LD,,T,,,,ark:/13030/c8dz0g31/
D-353,TEST,T,990005535050403126,record,JSON,LD,,T,,ark:/13030/kt0d5nf3bq/,,ark:/13030/kt0d5nf3bq/
D-354,TEST,T,,,,,,T,,ark:/13030/c84f1t10/,,ark:/13030/c84f1t10/
D-355,TEST,T,alma990005535060403126,record,JSON,LD,,T,,ark:/13030/c80p12b3/,,ark:/13030/c80p12b3/
D-356,TEST,T,alma990005556990403126,record,JSON,LD,,T,,ark:/13030/c8xg9t02/,,ark:/13030/c8xg9t02/
D-357,TEST,T,alma990005556980403126,record,JSON,LD,,T,,ark:/13030/kt8000374n/,,ark:/13030/kt8000374n/
D-358,TEST,T,alma990004779520403126,record,JSON,LD,,T,,ark:/13030/kt6t1nd9f6/,,ark:/13030/kt6t1nd9f6/
D-359,TEST,T,alma990004779530403126,record,JSON,LD,,T,,ark:/13030/c8vx0jtz/,,ark:/13030/c8vx0jtz/
D-360,TEST,T,alma990004779540403126,record,JSON,LD,,T,,ark:/13030/c8wd415w/,,ark:/13030/c8wd415w/
D-361,TEST,T,alma990022154560403126,record,JSON,LD,,T,,ark:/13030/c8r49t2z/,,ark:/13030/c8r49t2z/
D-362,TEST,T,990004807690403126,record,JSON,LD,,T,,ark:/13030/c8j67js4/,,ark:/13030/c8j67js4/
D-363,TEST,T,,,,,,T,,ark:/13030/kt1h4nd90z/,,ark:/13030/kt1h4nd90z/
D-364,TEST,T,alma990036994730403126,record,JSON,LD,,T,,ark:/13030/c8df6t38/,,ark:/13030/c8df6t38/
D-365,TEST,T,990022154630403126,record,JSON,LD,,T,,ark:/13030/c8mc9295/,,ark:/13030/c8mc9295/
D-366,TEST,T,,,,,,T,,ark:/13030/kt3k401884,,ark:/13030/kt3k401884/
D-367,TEST,T,alma990021252770403126,record,JSON,LD,,T,,ark:/13030/c88s4rsv/,,ark:/13030/c88s4rsv/
D-368,TEST,T,alma990022046160403126,record,JSON,LD,,T,,ark:/13030/c8gm89kf/,,ark:/13030/c8gm89kf/
D-369,TEST,T,alma990022154630403126,record,JSON,LD,,T,,ark:/13030/kt1h4nf0d8/,,ark:/13030/kt1h4nf0d8/
D-370,TEST,T,alma990021252720403126,record,JSON,LD,,T,,ark:/13030/c8514144/,,ark:/13030/c8514144/
D-371,TEST,T,alma990038434560403126,record,JSON,LD,,T,,ark:/13030/c80c4z3r/,,ark:/13030/c80c4z3r/
D-372,TEST,T,alma990021807740403126,record,JSON,LD,,T,,ark:/13030/c8vm4fk0/,,ark:/13030/c8vm4fk0/
D-373,TEST,T,alma990024523930403126,record,JSON,LD,,T,,ark:/13030/c8qv3ptt/,,ark:/13030/c8qv3ptt/
D-374,TEST,T,alma990024948400403126,record,JSON,LD,,T,,ark:/13030/c8m32z2c/,,ark:/13030/c8m32z2c/
D-375,TEST,T,alma990021614220403126,record,JSON,LD,,T,,ark:/13030/c81838dd/,,ark:/13030/c81838dd/
D-376,TEST,T,alma990021614260403126,record,JSON,LD,,T,,ark:/13030/kt887036dq,,ark:/13030/kt887036dq/
D-377,TEST,T,alma990021807710403126,record,JSON,LD,,T,,ark:/13030/c8wh2rw8/,,ark:/13030/c8wh2rw8/
D-378,TEST,T,alma990021807700403126,record,JSON,LD,,T,,ark:/13030/c8gb26b1/,,ark:/13030/c8gb26b1/
D-379,TEST,T,alma990021807670403126,record,JSON,LD,,T,,ark:/13030/c8bk1fp6/,,ark:/13030/c8bk1fp6/
D-380,TEST,T,alma990033242040403126,record,JSON,LD,,T,,ark:/13030/kt829040z7/,,ark:/13030/kt829040z7/
D-381,TEST,T,alma990022046150403126,record,JSON,LD,,T,,ark:/13030/c86w9dcn/,,ark:/13030/c86w9dcn/
D-382,TEST,T,alma990022045210403126,record,JSON,LD,,T,,ark:/13030/c8348nq4/,,ark:/13030/c8348nq4/
D-383,TEST,T,alma990038434640403126,record,JSON,LD,,T,,ark:/13030/c8zc856s/,,ark:/13030/c8zc856s/
D-384,TEST,T,alma990024739290403126,record,JSON,LD,,T,,ark:/13030/c8794723/,,ark:/13030/c8794723/
D-385,skip,,alma990022154680403126,record,JSON,LD,,T,,ark:/13030/c8rr214w/,,ark:/13030/c8rr214w/
D-385;419,todo,T,,,,,,,,,,ark:/13030/c8rr214w/
D-386,TEST,T,alma990022110210403126,record,JSON,LD,,T,,ark:/13030/c8zs2zxk/,,ark:/13030/c8zs2zxk/
D-387,TEST,T,alma990022154730403126,record,JSON,LD,,T,,ark:/13030/c8gx4c41/,,ark:/13030/c8gx4c41/
D-388,TEST,T,alma990022461590403126,record,JSON,LD,,T,,ark:/13030/kt609nc6q6,,ark:/13030/kt609nc6q6/
D-389,TEST,T,alma990022574590403126,record,JSON,LD,,T,,ark:/13030/kt5q2nc5wk,,ark:/13030/kt5q2nc5wk/
D-390,TEST,T,alma990022510050403126,record,JSON,LD,,T,,ark:/13030/tf6w1008wj,,ark:/13030/tf6w1008wj/
D-391,TEST,T,alma990022509770403126,record,JSON,LD,,T,,ark:/13030/tf6r29p1q8,,ark:/13030/tf6r29p1q8/
D-392,TEST,T,alma990022507520403126,record,JSON,LD,,T,,ark:/13030/tf409nb3f6,,ark:/13030/tf409nb3f6/
D-393,TEST,T,alma990022620510403126,record,JSON,LD,,T,,ark:/13030/c8v1276z/,,ark:/13030/c8v1276z/
D-394,TEST,T,alma990023024950403126,record,JSON,LD,,T,,ark:/13030/kt5p3020w9,,ark:/13030/kt5p3020w9/
D-395,TEST,T,alma990022725700403126,record,JSON,LD,,T,,ark:/13030/c8q81gfs/,,ark:/13030/c8q81gfs/
D-396,TEST,T,alma990022690980403126,record,JSON,LD,,T,,ark:/13030/c8fr0004/,,ark:/13030/c8fr0004/
D-397,skip,,alma990022725670403126,record,JSON,LD,,T,,ark:/13030/c8dv1n8p/,,ark:/13030/c8dv1n8p/
D-397;674,todo,T,,,,,,,,,,ark:/13030/c8dv1n8p/
D-398,TEST,T,990022727390403126,record,JSON,LD,,T,,ark:/13030/kt7q2nc9t3,,ark:/13030/kt7q2nc9t3/
D-399,TEST,T,,,,,,T,,ark:/13030/c8930wkq/,,ark:/13030/c8930wkq/
D-400,TEST,T,alma990023130280403126,record,JSON,LD,,T,,ark:/13030/c8hx1fww/,,ark:/13030/c8hx1fww/
D-401,TEST,T,,,,,,T,,ark:/13030/c8ns0x5r/,,ark:/13030/c8ns0x5r/
D-402,TEST,T,alma990023071350403126,record,JSON,LD,,T,,ark:/13030/c8d50q5w/,,ark:/13030/c8d50q5w/
D-404,TEST,T,alma990023071190403126,record,JSON,LD,,T,,ark:/13030/c8j38vtn/,,ark:/13030/c8j38vtn/
D-405,TEST,T,alma990023804130403126,record,JSON,LD,,T,,ark:/13030/kt087017c9,,ark:/13030/kt087017c9/
D-406,TEST,T,alma990023130160403126,record,JSON,LD,,T,,ark:/13030/kt1v19r8b9/,,ark:/13030/kt1v19r8b9/
D-407,TEST,T,alma990023213930403126,record,JSON,LD,,T,,ark:/13030/c8b56mzm/,,ark:/13030/c8b56mzm/
D-408,TEST,T,alma990029766700403126,record,JSON,LD,,T,,ark:/13030/c8db8445/,,ark:/13030/c8db8445/
D-409,TEST,T,alma990024880410403126,record,JSON,LD,,T,,ark:/13030/c8mg7rrj/,,ark:/13030/c8mg7rrj/
D-410,TEST,T,alma990039176760403126,record,JSON,LD,,T,,,,ark:/13030/c8rj4qsc/
D-411,TEST,T,alma990039179400403126,record,JSON,LD,,T,,,,ark:/13030/c85t3rrf/
D-412,TEST,T,alma990039179380403126,record,JSON,LD,,T,,,,ark:/13030/c89g5t4r/
D-413,TEST,T,alma990039176730403126,record,JSON,LD,,T,,,,ark:/13030/c8320256/
D-414,TEST,T,alma990023867490403126,record,JSON,LD,,T,,ark:/13030/kt4d5nf4wq/,,ark:/13030/kt4d5nf4wq/
D-415,TEST,T,,,,,,T,,ark:/13030/c8959kss/,,ark:/13030/c8959kss/
D-416,TEST,T,alma990022781120403126,record,JSON,LD,,T,,ark:/13030/kt829023mm,,ark:/13030/kt829023mm/
D-417,TEST,T,,,,,,T,,ark:/13030/kt6v19q65v,,ark:/13030/kt6v19q65v/
D-418,TEST,T,,,,,,T,,ark:/13030/c8np26n2/,,ark:/13030/c8np26n2/
D-419,skip,,alma9981078857403126,record,JSON,LD,,T,,ark:/13030/c8bc41r6/,,ark:/13030/c8bc41r6/
D-419;155,todo,T,,,,,,,,,,ark:/13030/c8bc41r6/
D-420,TEST,T,,,,,,T,,ark:/13030/c8q81g90/,,ark:/13030/c8q81g90/
D-422,todo,T,,,,,,T,,ark:/13030/c8gt5qcn/,,
D-423,skip,,,,,,,T,,ark:/13030/c8hx1fxb/,,ark:/13030/c8hx1fxb/
D-423;157,todo,T,,,,,,,,,,ark:/13030/c8hx1fxb/
D-424,TEST,T,alma990024522230403126,record,JSON,LD,,T,,ark:/13030/c8v69mtz/,,ark:/13030/c8v69mtz/
D-425,TEST,T,,,,,,T,,ark:/13030/c8fx7cnk/,,ark:/13030/c8fx7cnk/
D-426,TEST,T,,,,,,T,,ark:/13030/c8b27xhv/,,ark:/13030/c8b27xhv/
D-427,TEST,T,,,,,,T,,ark:/13030/kt600021sh,,ark:/13030/kt600021sh/
D-428,skip,,,,,,,T,,ark:/13030/c8dz0bhr/,,ark:/13030/c8dz0bhr/
D-429,todo,T,,,,,,,,,,ark:/13030/c8d50q6b/
D-430,TEST,T,alma990024948480403126,record,JSON,LD,,T,,ark:/13030/c8kp84c9/,,ark:/13030/c8kp84c9/
D-432,TEST,T,alma990024683260403126,record,JSON,LD,,T,,ark:/13030/c8z03bcd/,,ark:/13030/c8z03bcd/
D-433,skip,,,,,,,T,,ark:/13030/c81r6sqm/,,ark:/13030/c81r6sqm/
D-433;681,skip,,,,,,,,,,,ark:/13030/c81r6sqm/
D-434;682,todo,T,,,,,,,,,,ark:/13030/c84m96s5/
D-435,TEST,T,,,,,,T,,ark:/13030/kt1t1nf085/,,ark:/13030/kt1t1nf085/
D-436,TEST,T,alma990024880470403126,record,JSON,LD,,T,,ark:/13030/c88c9zfm/,,ark:/13030/c88c9zfm/
D-437,TEST,T,,,,,,T,,ark:/13030/c8930wdg/,,ark:/13030/c8930wdg/
D-438,TEST,T,,,,,,T,,ark:/13030/c8000496/,,ark:/13030/c8000496/
D-439,TEST,T,alma990025080720403126,record,JSON,LD,,T,,ark:/13030/kt238nd1z8/,,ark:/13030/kt238nd1z8/
D-440,TEST,T,,,,,,T,,ark:/13030/c82v2j95/,,ark:/13030/c82v2j95/
D-441,TEST,T,,,,,,T,,ark:/13030/kt538nd9kc/,,ark:/13030/kt538nd9kc/
D-442,TEST,T,alma990031089080403126,record,JSON,LD,,T,,ark:/13030/c8x350ps/,,ark:/13030/c8x350ps/
D-443,TEST,T,,,,,,T,,ark:/13030/c8nc63fj/,,ark:/13030/c8nc63fj/
D-444,TEST,T,,,,,,T,,ark:/13030/c8xs5xkh/,,ark:/13030/c8xs5xkh/
D-445,TEST,T,alma990027624430403126,record,JSON,LD,,T,,ark:/13030/kt8p303955/,,ark:/13030/kt8p303955/
D-446,TEST,T,alma990027725400403126,record,JSON,LD,,T,,ark:/13030/c86m391w/,,ark:/13030/c8df6zh9/
D-447,TEST,T,alma990027724820403126,record,JSON,LD,,T,,ark:/13030/c8hm5bpc/,,ark:/13030/c8hm5bpc/
D-448,TEST,T,,,,,,T,,ark:/13030/kt0199r3kz,,ark:/13030/kt0199r3kz/
D-449,TEST,T,alma990027360050403126,record,JSON,LD,,T,,ark:/13030/kt2h4nd1pr,,ark:/13030/kt2h4nd1pr/
D-450,TEST,T,alma990029839480403126,record,JSON,LD,,T,,ark:/13030/c8s75jjr/,,ark:/13030/c8s75jjr/
D-451,TEST,T,alma990029427330403126,record,JSON,LD,,T,,ark:/13030/kt3m3nd10c,,ark:/13030/kt3m3nd10c/
D-452,TEST,T,alma990029301650403126,record,JSON,LD,,T,,ark:/13030/kt4p3036j5/,,ark:/13030/kt4p3036j5/
D-453,TEST,T,alma990028130650403126,record,JSON,LD,,T,,ark:/13030/kt4g50333p,,ark:/13030/kt4g50333p/
D-454,TEST,T,alma990027876360403126,record,JSON,LD,,T,,ark:/13030/c83x89vq/,,ark:/13030/c83x89vq/
D-455,TEST,T,alma990027876310403126,record,JSON,LD,,T,,ark:/13030/c86q20jj/,,ark:/13030/c86q20jj/
D-456,TEST,T,alma990037334050403126,record,JSON,LD,,T,,ark:/13030/c8k076g6/,,ark:/13030/c8k076g6/
D-457,TEST,T,,,,,,T,,ark:/13030/kt6k40362w,,ark:/13030/kt6k40362w/
D-458,TEST,T,alma990027720900403126,record,JSON,LD,,T,,ark:/13030/kt9z09s24w,,ark:/13030/kt9z09s24w/
D-459,TEST,T,alma990027876070403126,record,JSON,LD,,T,,ark:/13030/kt5b69r845,,ark:/13030/kt5b69r845/
D-460,TEST,T,alma990028130550403126,record,JSON,LD,,T,,ark:/13030/c8057k4q/,,ark:/13030/c8057k4q/
D-461,TEST,T,alma990029546560403126,record,JSON,LD,,T,,ark:/13030/kt4g5026db,,ark:/13030/kt4g5026db/
D-462,todo,T,alma990032112910403126,record,JSON,LD,,T,,ark:/13030/c89g5r1k/,,
D-463,TEST,T,alma990035669710403126,record,JSON,LD,,T,,ark:/13030/c80002p9/,,ark:/13030/c80002p9/
D-464,TEST,T,alma990030609950403126,record,JSON,LD,,T,,ark:/13030/c85q5097/,,ark:/13030/c85q5097/
D-465,TEST,T,alma990030543520403126,record,JSON,LD,,T,,ark:/13030/c81z47mz/,,ark:/13030/c81z47mz/
D-466,skip,,alma990036869770403126,record,JSON,LD,,T,,ark:/13030/c8x63r40/,,ark:/13030/c8x63r40/
D-467,todo,T,alma990035840920403126,record,JSON,LD,,,,,,ark:/13030/c8q52qc4/
D-468,TEST,T,alma990030040950403126,record,JSON,LD,,T,,ark:/13030/kt3j49s14x/,,ark:/13030/kt3j49s14x/
D-469,TEST,T,,,,,,T,,ark:/13030/c8zg6wkp/,,ark:/13030/c8zg6wkp/
D-470,TEST,T,alma990027875290403126,record,JSON,LD,,T,,ark:/13030/c83x87n6/,,ark:/13030/c83x87n6/
D-471,skip,,,,,,,T,,ark:/13030/c8tq64ws/,,ark:/13030/c8tq64ws/
D-471;705,todo,T,,,,,,,,,,ark:/13030/c8tq64ws/
D-472,skip,,,,,,,T,,ark:/13030/c8pz5d5g/,,ark:/13030/c8pz5d5g/
D-472;706,todo,T,,,,,,,,,,ark:/13030/c8pz5d5g/
D-473,TEST,T,,,,,,T,,ark:/13030/c83r0tfs/,,ark:/13030/c83r0tfs/
D-474,TEST,T,alma9981115551903126,record,JSON,LD,,T,,,,ark:/13030/c8s75ntk/
D-475,TEST,T,alma990034049930403126,record,JSON,LD,,T,,ark:/13030/c8k64ndm/,,ark:/13030/c8k64ndm/
D-476,skip,,alma990029798230403126,record,JSON,LD,,T,,ark:/13030/c8ff3wqb/,,ark:/13030/c8ff3wqb/
D-476;708,todo,T,,,,,,,,,,ark:/13030/c8ff3wqb/
D-477,TEST,T,alma990029578190403126,record,JSON,LD,,T,,ark:/13030/kt1p3037dn/,,ark:/13030/kt1p3037dn/
D-478,TEST,T,alma990030453010403126,record,JSON,LD,,T,,ark:/13030/kt3f59r5z5,,ark:/13030/kt3f59r5z5/
D-479,TEST,T,,,,,,T,,ark:/13030/c89s1vcw/,,ark:/13030/c89s1vcw/
D-480,TEST,T,,,,,,T,,ark:/13030/kt1c6035gr/,,ark:/13030/kt1c6035gr/
D-481,TEST,T,alma990034049910403126,record,JSON,LD,,T,,ark:/13030/c88s4t8z/,,ark:/13030/c88s4t8z/
D-482,TEST,T,,,,,,T,,ark:/13030/kt8d5nf17p,,ark:/13030/kt8d5nf17p/
D-483,TEST,T,,,,,,T,,ark:/13030/c88k7ddv/,,ark:/13030/c88k7ddv/
D-484,TEST,T,,,,,,T,,ark:/13030/c8sq93ph/,,ark:/13030/c8sq93ph/
D-485,TEST,T,alma990002964600403126,record,JSON,LD,,T,,ark:/13030/kt6s20354r,,ark:/13030/kt6s20354r/
D-486,TEST,T,,,,,,T,,ark:/13030/c84t6nqk/,,ark:/13030/c84t6nqk/
D-487,TEST,T,alma990030438140403126,record,JSON,LD,,T,,ark:/13030/c8154mdw/,,ark:/13030/c8154mdw/
D-489,skip,,,,,,,T,,ark:/13030/c8wd43z1/,,ark:/13030/c8wd43z1/
D-489;716,todo,T,,,,,,,,,,ark:/13030/c8wd43z1/
D-490,TEST,T,,,,,,T,,ark:/13030/c8qn6b4s/,,ark:/13030/c8qn6b4s/
D-491,TEST,T,alma990030262840403126,record,JSON,LD,,T,,ark:/13030/c8v410ts/,,ark:/13030/c8v410ts/
D-492,TEST,T,,,,,,T,,,,ark:/13030/kt6779r74b/
D-493,TEST,T,alma990030438120403126,record,JSON,LD,,T,,ark:/13030/c8pn98zj/,,ark:/13030/c8pn98zj/
D-494,TEST,T,alma990030474830403126,record,JSON,LD,,T,,ark:/13030/kt309nf08j,,ark:/13030/kt309nf08j/
D-495,TEST,T,,,,,,T,,ark:/13030/kt7c6037pp,,ark:/13030/kt7c6037pp/
D-496,TEST,T,alma990030609960403126,record,JSON,LD,,T,,ark:/13030/c8jw8j6s/,,ark:/13030/c8jw8j6s/
D-497,TEST,T,alma990032041650403126,record,JSON,LD,,T,,ark:/13030/c8f47sgc/,,ark:/13030/c8f47sgc/
D-498,TEST,T,,,,,,T,,ark:/13030/c89g5r5c/,,ark:/13030/c89g5r5c/
D-499,skip,,,,,,,T,,ark:/13030/c85q50gg/,,ark:/13030/c85q50gg/
D-500,todo,T,,,,,,,,,,ark:/13030/c8qz2d7j/
D-501,TEST,T,,,,,,T,,ark:/13030/kt367nf017/,,ark:/13030/kt367nf017/
D-502,TEST,T,,,,,,T,,ark:/13030/c8m90bxf/,,ark:/13030/c8m90bxf/
D-503,TEST,T,alma990030700080403126,record,JSON,LD,,T,,ark:/13030/c8c24zn7/,,ark:/13030/c8c24zn7/
D-504,skip,,alma990031144650403126,record,JSON,LD,,T,,ark:/13030/c8g44sh0/,,ark:/13030/c8nv9rh8/
D-505,todo,T,alma990037590710403126,record,JSON,LD,,,,,,ark:/13030/c8br8vgv/
D-506,TEST,T,,,,,,T,,ark:/13030/c8mg7qr4/,,ark:/13030/c8mg7qr4/
D-507,TEST,T,alma990030949070403126,record,JSON,LD,,T,,ark:/13030/kt1p3035k8/,,ark:/13030/kt1p3035k8/
D-508,skip,,alma990030700090403126,record,JSON,LD,,T,,ark:/13030/c8s46v6b/,,ark:/13030/c8s46v6b/
D-509,todo,T,alma990030754250403126,record,JSON,LD,,,,,,ark:/13030/c87083qc/
D-510,TEST,T,alma990031863780403126,record,JSON,LD,,T,,ark:/13030/kt98704070,,ark:/13030/kt98704070/
D-511,TEST,T,alma990031089060403126,record,JSON,LD,,T,,ark:/13030/c81v5h5s/,,ark:/13030/c81v5h5s/
D-512,skip,,alma990037062500403126,record,JSON,LD,,T,,ark:/13030/c8t152cz/,,ark:/13030/c8t152cz/
D-513,todo,T,alma990030945360403126,record,JSON,LD,,,,,,ark:/13030/c8959qc2/
D-514,skip,,alma990031016240403126,record,JSON,LD,,T,,ark:/13030/c8kw5j7d/,,ark:/13030/c85t3ss9/
D-514;733,todo,T,,,,,,,,,,ark:/13030/c85t3ss9/
D-515,TEST,T,alma990033392090403126,record,JSON,LD,,T,,ark:/13030/kt12903596/,,ark:/13030/kt12903596/
D-517,TEST,T,alma990031425530403126,record,JSON,LD,,T,,ark:/13030/c84b3222/,,ark:/13030/c84b3222/
D-518,TEST,T,alma990031474430403126,record,JSON,LD,,T,,ark:/13030/c89s1t9k/,,ark:/13030/c89s1t9k/
D-519,TEST,T,alma990031957710403126,record,JSON,LD,,T,,ark:/13030/c8sf2zcd/,,ark:/13030/c8sf2zcd/
D-520,TEST,T,alma990031957720403126,record,JSON,LD,,T,,ark:/13030/c8pg1txz/,,ark:/13030/c8pg1txz/
D-521,skip,,,,,,,T,,ark:/13030/c81j9d0q/,,ark:/13030/c8251rf5/
D-521;738,todo,T,,,,,,,,,,ark:/13030/c8251rf5/
D-522,TEST,T,alma990031900890403126,record,JSON,LD,,T,,ark:/13030/kt2g5035ms/,,ark:/13030/kt2g5035ms/
D-523,TEST,T,alma990016760400403126,record,JSON,LD,,T,,ark:/13030/kt8n39s1kv/,,ark:/13030/kt8n39s1kv/
D-525,TEST,T,alma990031863790403126,record,JSON,LD,,T,,ark:/13030/kt6j49r9bc/,,ark:/13030/kt6j49r9bc/
D-526,skip,,alma990031957700403126,record,JSON,LD,,T,,ark:/13030/c8zs2zrb/,,ark:/13030/c8xd17zv/
D-526;739,todo,T,,,,,,,,,,ark:/13030/c8xd17zv/
D-528,TEST,T,alma990032226560403126,record,JSON,LD,,T,,ark:/13030/kt3w10370c/,,ark:/13030/kt3w10370c/
D-529,TEST,T,alma990032229550403126,record,JSON,LD,,T,,ark:/13030/c8ws8wgk/,,ark:/13030/c8ws8wgk/
D-530,skip,,alma990032313250403126,record,JSON,LD,,T,,ark:/13030/c8jq1361/,,ark:/13030/c8jq1361/
D-531,todo,T,alma990032313290403126,record,JSON,LD,,,,,,ark:/13030/c8st7s3f/
